Assessment ID,Species or Taxon,Common Names,Year Assessed,Countries,Publication,Criteria system,Status,Publication citation,Scope
226167,"Myotis siligorensis (Horsfield, 1855)",Himalayan Whiskered Bat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226168,"Naemorhedus goral (Hardwicke, 1825)",Himalayan Goral,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Near Threatened
NT","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226169,"Nectogale elegans Milne-Edwards, 1870",Elegant Water Shrew,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226170,"Neodon sikimensis Hodgson, 1849",Sikkim Vole,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226171,"Neofelis nebulosa (Griffith, 1821)",Clouded Leopard,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Endangered
EN","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226172,"Nesokia indica (Gray, 1830)",Short-tailed Bandicoot Rat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226173,"Niviventer eha (Wroughton, 1916)",Little Himalayan Rat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226174,"Niviventer fulvescens (Gray, 1847)",Chestnut White-bellied Rat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226175,"Niviventer niviventer (Hodgson, 1836)",Himalayan White-bellied Rat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226176,"Nyctalus montanus (Barrett-Hamilton, 1906)",Mountain Noctule,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226177,"Nyctalus noctula (Schreber, 1774)",Noctule,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226178,"Ochotona curzoniae (Hodgson, 1858)",Plateau Pika,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226179,"Ochotona himalayana Feng, 1973",Himalayan pika,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Endangered
EN","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226180,"Ochotona lama (Mitchell & Punzo, 1975)",Lama's pika,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226181,"Ochotona macrotis (Günther, 1875)",Large-eared pika,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226182,"Ochotona nubrica Thomas, 1922",Nubra pika,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226183,"Ochotona roylei (Ogilby, 1839)",Royle's pika,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226184,"Ochotona thibetana (Milne-Edwards, 1871)",Moupin pika,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226185,"Ovis ammon (Linnaeus, 1758)",Argali,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226186,"Paguma larvata (C. E. H. Smith, 1827)",Masked Palm Civet,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226187,"Panthera pardus (Linnaeus, 1758)",Common Leopard,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Vulnerable
VU","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226188,"Panthera tigris (Linnaeus, 1758)",Royal Bengal Tiger,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Endangered
EN","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226189,"Panthera uncia (Schreber, 1775)",Snow Leopard,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Endangered
EN","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226190,"Pantholops hodgsonii (Abel, 1826)",Tibetan Antelope,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226191,"Paradoxurus hermaphroditus (Pallas, 1777)",Common Palm Civet,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226192,"Pardofelis marmorata (Martin, 1837)",Marbled Cat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226193,"Pardofelis temminckii (Vigors and Horsfield, 1827)",Asiatic Golden Cat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226194,"Petaurista elegans (Müller, 1840)",Spotted Giant Flying Squirrel,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226195,"Petaurista magnificus (Hodgson, 1836)",Hodgson's Giant Flying Squirrel,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226196,"Petaurista nobilis (Gray, 1842)",Bhutan Giant Flying Squirrel,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226197,"Petaurista petaurista (Schreber, 1774)",Red Giant Flying Squirrel,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226198,"Phaiomys leucurus (Blyth, 1863)",Blyth's Vole,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226199,"Philetor brachypterus (Temminck, 1840)",Short-winged Pipistrelle,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Vulnerable
VU","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226200,"Pipistrellus coromandra (Gray, 1838)",Coromandel Pipistrelle,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226201,"Pipistrellus javanicus (Gray, 1838)",Javan Pipistrelle,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226202,"Pipistrellus tenuis (Temminck, 1840)",Least Pipistrelle,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226203,"Platanista gangetica (Roxburgh, 1801)",South Asian River Dolphin,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Critically Endangered
CR","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226204,"Plecotus auritus (Linnaeus, 1758)",Brown Big-eared Bat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226205,"Plecotus austriacus (J. Fischer, 1829)",Grey Long-earred Bat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226206,"Porcula salvania Hodgson, 1847",Pygmy Hog,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Regionally Extinct
RE","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226207,"Prionailurus bengalensis (Kerr, 1792)",Leopard Cat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Vulnerable
VU","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226208,"Prionailurus viverrinus (Bennett, 1833)",Fishing Cat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Endangered
EN","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226209,"Prionodon pardicolor Hodgson, 1842",Spotted Linsang,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Endangered
EN","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226210,"Procapra picticaudata Hodgson, 1846",Tibetan Gazelle,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Critically Endangered
CR","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226211,"Pseudois nayaur (Hodgson, 1833)",Blue Sheep,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226212,"Pteropus giganteus (Brünnich, 1782)",Indian Flying Fox,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226213,"Rattus andamanensis (Blyth, 1860)",Sikkim Rat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Data Deficient
DD","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226214,"Rattus nitidus (Hodgson, 1845)",Himalayan Field Rat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226215,"Rattus norvegicus (Berkenhout, 1769)",Brown Rat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226216,"Rattus pyctoris (Hodgson, 1845)",Himalayan Rat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226218,"Ratufa bicolor (Sparrman, 1778)",Black Giant Squirrel,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Endangered
EN","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226219,"Rhinoceros unicornis Linnaeus, 1758",Greater One-horned Rhinoceros,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Endangered
EN","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226220,"Rhinolophus affinis Horsfield, 1823",Intermediate Horseshoe Bat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226221,"Rhinolophus ferrumequinum (Schreber, 1774)",Greater Horseshoe Bat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Least Concern
LC","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
226222,"Rhinolophus lepidus Blyth, 1844",Blyth's Horseshoe Bat,2011,Nepal,The Status of Nepal's Mammals: The National Red List Series,IUCN,"Near Threatened
NT","Jnawali, S.R., Baral, H.S., Lee, S., Acharya, K.P., Upadhyay, G.P., Pandey, M., Shrestha, R., Joshi, D., Laminchhane, B.R., Griffiths, J., Khatiwada, A. P., Subedi, N., and Amin, R. (compilers) (2011) The Status of Nepal Mammals: The National Red List Series, Department of National Parks and Wildlife Conservation Kathmandu, Nepal.",National
